GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,GEOID,NAME_E,totPop,nonhisp_total,nonhisp_white,nonhisp_black,nonhisp_native,nonhisp_asian,nonhisp_islander,nonhisp_other,nonhisp_multiracial,AMP3E010,AMP3E011,hisp_total,hisp_white,hisp_black,hisp_native,hisp_asian,hisp_islander,hisp_other,hisp_multiracial,AMP3E020,AMP3E021,median_household_income
G1200090060202,2016-2020,FL,Florida,12,Brevard County,009,060202,NA,14000US12009060202,"Census Tract 602.02, Brevard County, Florida",3323,3220,3008,76,0,76,0,15,45,17,28,103,103,0,0,0,0,0,0,0,0,83488
G1200090060301,2016-2020,FL,Florida,12,Brevard County,009,060301,NA,14000US12009060301,"Census Tract 603.01, Brevard County, Florida",2390,2283,1533,621,0,0,0,0,129,0,129,107,97,0,0,0,0,10,0,0,0,48920
G1200090060302,2016-2020,FL,Florida,12,Brevard County,009,060302,NA,14000US12009060302,"Census Tract 603.02, Brevard County, Florida",2697,2577,2448,13,0,0,0,0,116,0,116,120,96,0,0,0,0,24,0,0,0,44976
G1200090060400,2016-2020,FL,Florida,12,Brevard County,009,060400,NA,14000US12009060400,"Census Tract 604, Brevard County, Florida",4053,3907,3349,205,8,108,0,0,237,0,237,146,109,15,0,0,0,0,22,22,0,38442
G1200090060500,2016-2020,FL,Florida,12,Brevard County,009,060500,NA,14000US12009060500,"Census Tract 605, Brevard County, Florida",4793,4422,3657,582,38,38,0,0,107,0,107,371,242,0,0,22,0,107,0,0,0,52978
G1200090060600,2016-2020,FL,Florida,12,Brevard County,009,060600,NA,14000US12009060600,"Census Tract 606, Brevard County, Florida",4877,4711,3562,919,0,0,104,31,95,0,95,166,87,0,16,0,0,63,0,0,0,47091
G1200090060700,2016-2020,FL,Florida,12,Brevard County,009,060700,NA,14000US12009060700,"Census Tract 607, Brevard County, Florida",2542,2446,827,1448,14,0,0,20,137,8,129,96,11,0,0,0,0,22,63,63,0,26619
G1200090061001,2016-2020,FL,Florida,12,Brevard County,009,061001,NA,14000US12009061001,"Census Tract 610.01, Brevard County, Florida",5420,4875,3714,805,43,200,0,24,89,0,89,545,113,0,0,0,0,42,390,390,0,47961
G1200090061002,2016-2020,FL,Florida,12,Brevard County,009,061002,NA,14000US12009061002,"Census Tract 610.02, Brevard County, Florida",3270,3185,2749,173,0,60,0,0,203,0,203,85,65,0,0,0,0,20,0,0,0,55583
G1200090061100,2016-2020,FL,Florida,12,Brevard County,009,061100,NA,14000US12009061100,"Census Tract 611, Brevard County, Florida",5925,5441,4931,379,0,0,0,115,16,0,16,484,200,124,29,0,0,36,95,67,28,63375
G1200090061201,2016-2020,FL,Florida,12,Brevard County,009,061201,NA,14000US12009061201,"Census Tract 612.01, Brevard County, Florida",7401,7097,5558,219,0,822,0,41,457,0,457,304,287,0,0,0,0,17,0,0,0,62739
G1200090061202,2016-2020,FL,Florida,12,Brevard County,009,061202,NA,14000US12009061202,"Census Tract 612.02, Brevard County, Florida",3313,3237,2823,218,53,46,0,0,97,0,97,76,76,0,0,0,0,0,0,0,0,75232
G1200090062106,2016-2020,FL,Florida,12,Brevard County,009,062106,NA,14000US12009062106,"Census Tract 621.06, Brevard County, Florida",3017,2906,2434,150,0,81,0,0,241,0,241,111,99,0,0,0,0,0,12,12,0,48451
G1200090062108,2016-2020,FL,Florida,12,Brevard County,009,062108,NA,14000US12009062108,"Census Tract 621.08, Brevard County, Florida",7667,6819,5884,425,0,71,0,0,439,15,424,848,572,0,0,0,0,26,250,241,9,74846
G1200090062109,2016-2020,FL,Florida,12,Brevard County,009,062109,NA,14000US12009062109,"Census Tract 621.09, Brevard County, Florida",4502,4353,3647,350,16,18,157,0,165,9,156,149,118,0,0,0,0,0,31,28,3,47275
G1200090062110,2016-2020,FL,Florida,12,Brevard County,009,062110,NA,14000US12009062110,"Census Tract 621.10, Brevard County, Florida",3568,3460,2957,0,0,0,0,8,495,272,223,108,57,0,0,0,0,0,51,51,0,71406
G1200090062111,2016-2020,FL,Florida,12,Brevard County,009,062111,NA,14000US12009062111,"Census Tract 621.11, Brevard County, Florida",3303,3029,2772,165,0,0,0,0,92,0,92,274,219,0,0,0,0,24,31,31,0,65898
G1200090062112,2016-2020,FL,Florida,12,Brevard County,009,062112,NA,14000US12009062112,"Census Tract 621.12, Brevard County, Florida",1271,1176,1161,15,0,0,0,0,0,0,0,95,80,0,0,0,0,0,15,15,0,70893
G1200090062113,2016-2020,FL,Florida,12,Brevard County,009,062113,NA,14000US12009062113,"Census Tract 621.13, Brevard County, Florida",6109,5818,4850,422,41,467,0,0,38,0,38,291,135,0,0,0,0,42,114,114,0,67455
G1200090062114,2016-2020,FL,Florida,12,Brevard County,009,062114,NA,14000US12009062114,"Census Tract 621.14, Brevard County, Florida",1814,1760,1627,70,0,14,0,0,49,0,49,54,54,0,0,0,0,0,0,0,0,41522
G1200090062115,2016-2020,FL,Florida,12,Brevard County,009,062115,NA,14000US12009062115,"Census Tract 621.15, Brevard County, Florida",2192,2157,1921,0,0,236,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,61875
G1200090062301,2016-2020,FL,Florida,12,Brevard County,009,062301,NA,14000US12009062301,"Census Tract 623.01, Brevard County, Florida",3532,3074,848,2044,17,6,0,0,159,0,159,458,269,0,0,0,0,101,88,41,47,38304
G1200090062302,2016-2020,FL,Florida,12,Brevard County,009,062302,NA,14000US12009062302,"Census Tract 623.02, Brevard County, Florida",4327,3710,1743,1781,0,9,0,0,177,31,146,617,393,24,0,0,0,112,88,88,0,28132
G1200090062401,2016-2020,FL,Florida,12,Brevard County,009,062401,NA,14000US12009062401,"Census Tract 624.01, Brevard County, Florida",1841,1415,1362,47,0,0,6,0,0,0,0,426,248,26,0,0,0,0,152,152,0,42141
G1200090062402,2016-2020,FL,Florida,12,Brevard County,009,062402,NA,14000US12009062402,"Census Tract 624.02, Brevard County, Florida",6530,5911,3812,1323,0,82,0,0,694,82,612,619,571,0,0,0,0,48,0,0,0,31404
G1200090062500,2016-2020,FL,Florida,12,Brevard County,009,062500,NA,14000US12009062500,"Census Tract 625, Brevard County, Florida",4328,3775,2110,1507,0,18,0,0,140,0,140,553,194,67,47,0,0,157,88,88,0,31987
G1200090062600,2016-2020,FL,Florida,12,Brevard County,009,062600,NA,14000US12009062600,"Census Tract 626, Brevard County, Florida",3293,2482,608,1735,0,0,0,13,126,0,126,811,306,0,0,0,0,495,10,0,10,38542
G1200090062800,2016-2020,FL,Florida,12,Brevard County,009,062800,NA,14000US12009062800,"Census Tract 628, Brevard County, Florida",4076,3950,3537,229,33,151,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,58606
G1200090062900,2016-2020,FL,Florida,12,Brevard County,009,062900,NA,14000US12009062900,"Census Tract 629, Brevard County, Florida",5665,4930,3478,1401,0,38,0,0,13,13,0,735,713,22,0,0,0,0,0,0,0,57018
G1200090063000,2016-2020,FL,Florida,12,Brevard County,009,063000,NA,14000US12009063000,"Census Tract 630, Brevard County, Florida",4417,3934,3220,501,0,61,0,17,135,0,135,483,392,0,0,0,0,74,17,17,0,73838
G1200090063102,2016-2020,FL,Florida,12,Brevard County,009,063102,NA,14000US12009063102,"Census Tract 631.02, Brevard County, Florida",8018,7253,5995,803,24,148,0,45,238,0,238,765,456,27,29,57,0,151,45,27,18,72380
G1200090063104,2016-2020,FL,Florida,12,Brevard County,009,063104,NA,14000US12009063104,"Census Tract 631.04, Brevard County, Florida",3833,3361,2464,614,0,122,0,0,161,0,161,472,402,0,7,1,0,0,62,30,32,75724
G1200090063105,2016-2020,FL,Florida,12,Brevard County,009,063105,NA,14000US12009063105,"Census Tract 631.05, Brevard County, Florida",9741,8598,6875,936,32,154,0,466,135,0,135,1143,894,66,0,0,0,24,159,113,46,79941
G1200090063106,2016-2020,FL,Florida,12,Brevard County,009,063106,NA,14000US12009063106,"Census Tract 631.06, Brevard County, Florida",5546,4936,4447,109,0,216,0,26,138,14,124,610,413,0,0,0,0,14,183,28,155,92819
G1200090063108,2016-2020,FL,Florida,12,Brevard County,009,063108,NA,14000US12009063108,"Census Tract 631.08, Brevard County, Florida",5392,4991,4220,578,0,130,0,0,63,0,63,401,391,0,0,0,0,10,0,0,0,87083
G1200090063109,2016-2020,FL,Florida,12,Brevard County,009,063109,NA,14000US12009063109,"Census Tract 631.09, Brevard County, Florida",5459,4365,3949,273,0,55,0,0,88,0,88,1094,621,424,0,0,0,25,24,24,0,56557
G1200090064102,2016-2020,FL,Florida,12,Brevard County,009,064102,NA,14000US12009064102,"Census Tract 641.02, Brevard County, Florida",5509,5265,4611,25,0,215,122,0,292,0,292,244,203,20,0,0,0,21,0,0,0,97054
G1200090064123,2016-2020,FL,Florida,12,Brevard County,009,064123,NA,14000US12009064123,"Census Tract 641.23, Brevard County, Florida",6836,5547,4426,636,0,355,0,94,36,0,36,1289,657,49,0,0,0,247,336,55,281,55426
G1200090064124,2016-2020,FL,Florida,12,Brevard County,009,064124,NA,14000US12009064124,"Census Tract 641.24, Brevard County, Florida",4735,4007,3564,114,20,93,0,0,216,0,216,728,253,22,0,0,0,409,44,33,11,58750
G1200090064126,2016-2020,FL,Florida,12,Brevard County,009,064126,NA,14000US12009064126,"Census Tract 641.26, Brevard County, Florida",3917,3100,2846,82,33,139,0,0,0,0,0,817,698,0,46,0,0,73,0,0,0,66176
G1200090064127,2016-2020,FL,Florida,12,Brevard County,009,064127,NA,14000US12009064127,"Census Tract 641.27, Brevard County, Florida",8966,7920,6998,186,0,327,4,13,392,131,261,1046,880,0,0,0,0,88,78,63,15,91850
G1200090064128,2016-2020,FL,Florida,12,Brevard County,009,064128,NA,14000US12009064128,"Census Tract 641.28, Brevard County, Florida",11107,9832,8598,396,0,289,0,70,479,162,317,1275,724,0,0,0,0,227,324,324,0,85291
G1200090064129,2016-2020,FL,Florida,12,Brevard County,009,064129,NA,14000US12009064129,"Census Tract 641.29, Brevard County, Florida",3005,2706,2525,16,0,80,0,0,85,0,85,299,299,0,0,0,0,0,0,0,0,70086
G1200090064130,2016-2020,FL,Florida,12,Brevard County,009,064130,NA,14000US12009064130,"Census Tract 641.30, Brevard County, Florida",2951,2512,2107,9,0,91,0,133,172,59,113,439,273,0,0,0,0,166,0,0,0,65566
G1200090064201,2016-2020,FL,Florida,12,Brevard County,009,064201,NA,14000US12009064201,"Census Tract 642.01, Brevard County, Florida",2329,2149,1986,84,0,19,0,0,60,0,60,180,140,0,0,0,0,29,11,0,11,52348
G1200090064202,2016-2020,FL,Florida,12,Brevard County,009,064202,NA,14000US12009064202,"Census Tract 642.02, Brevard County, Florida",3057,2610,2113,320,9,90,0,25,53,35,18,447,424,0,0,0,0,8,15,15,0,31797
G1200090064301,2016-2020,FL,Florida,12,Brevard County,009,064301,NA,14000US12009064301,"Census Tract 643.01, Brevard County, Florida",5206,4851,4009,105,29,349,0,0,359,0,359,355,338,0,0,0,0,0,17,17,0,52670
G1200090064302,2016-2020,FL,Florida,12,Brevard County,009,064302,NA,14000US12009064302,"Census Tract 643.02, Brevard County, Florida",6629,5825,4704,837,0,15,0,0,269,0,269,804,592,0,0,0,0,192,20,20,0,55794
G1200090064400,2016-2020,FL,Florida,12,Brevard County,009,064400,NA,14000US12009064400,"Census Tract 644, Brevard County, Florida",5232,4679,3982,367,0,45,0,0,285,0,285,553,339,0,0,0,0,67,147,127,20,58425
G1200090064500,2016-2020,FL,Florida,12,Brevard County,009,064500,NA,14000US12009064500,"Census Tract 645, Brevard County, Florida",4102,3764,3112,99,0,479,0,8,66,0,66,338,222,6,0,0,0,91,19,19,0,40469
G1200090064601,2016-2020,FL,Florida,12,Brevard County,009,064601,NA,14000US12009064601,"Census Tract 646.01, Brevard County, Florida",7917,7233,6817,56,6,167,0,52,135,0,135,684,550,0,0,0,0,0,134,100,34,70798
G1200090064602,2016-2020,FL,Florida,12,Brevard County,009,064602,NA,14000US12009064602,"Census Tract 646.02, Brevard County, Florida",2298,1945,1608,139,0,37,0,57,104,0,104,353,316,0,13,0,0,0,24,0,24,41587
G1200090064701,2016-2020,FL,Florida,12,Brevard County,009,064701,NA,14000US12009064701,"Census Tract 647.01, Brevard County, Florida",2638,2339,2175,100,0,25,0,0,39,0,39,299,220,0,0,0,0,66,13,13,0,31674
G1200090064702,2016-2020,FL,Florida,12,Brevard County,009,064702,NA,14000US12009064702,"Census Tract 647.02, Brevard County, Florida",1553,1427,1133,70,0,221,0,0,3,0,3,126,84,0,6,0,0,25,11,5,6,54875
G1200090064800,2016-2020,FL,Florida,12,Brevard County,009,064800,NA,14000US12009064800,"Census Tract 648, Brevard County, Florida",3508,2843,2070,699,17,6,0,0,51,0,51,665,564,65,0,0,0,8,28,28,0,31964
G1200090064901,2016-2020,FL,Florida,12,Brevard County,009,064901,NA,14000US12009064901,"Census Tract 649.01, Brevard County, Florida",6324,5609,4716,346,0,234,3,0,310,0,310,715,491,41,0,0,0,53,130,115,15,53914
G1200090064902,2016-2020,FL,Florida,12,Brevard County,009,064902,NA,14000US12009064902,"Census Tract 649.02, Brevard County, Florida",3712,3463,2203,1009,42,117,0,0,92,12,80,249,101,7,0,0,0,108,33,33,0,23079
G1200090065001,2016-2020,FL,Florida,12,Brevard County,009,065001,NA,14000US12009065001,"Census Tract 650.01, Brevard County, Florida",3485,2959,2415,100,0,239,0,0,205,0,205,526,316,0,0,0,0,15,195,195,0,86667
G1200090065022,2016-2020,FL,Florida,12,Brevard County,009,065022,NA,14000US12009065022,"Census Tract 650.22, Brevard County, Florida",5989,5321,3742,522,72,798,0,0,187,0,187,668,355,0,0,0,0,128,185,185,0,72267
G1200090065023,2016-2020,FL,Florida,12,Brevard County,009,065023,NA,14000US12009065023,"Census Tract 650.23, Brevard County, Florida",3711,2588,2190,325,0,34,0,0,39,0,39,1123,773,0,57,0,0,14,279,279,0,60491
G1200090065024,2016-2020,FL,Florida,12,Brevard County,009,065024,NA,14000US12009065024,"Census Tract 650.24, Brevard County, Florida",6934,6397,5659,353,9,76,0,241,59,0,59,537,484,0,0,0,0,53,0,0,0,73194
G1200090065025,2016-2020,FL,Florida,12,Brevard County,009,065025,NA,14000US12009065025,"Census Tract 650.25, Brevard County, Florida",1771,1544,1317,37,0,186,0,0,4,0,4,227,129,0,5,0,0,93,0,0,0,75543
G1200090065123,2016-2020,FL,Florida,12,Brevard County,009,065123,NA,14000US12009065123,"Census Tract 651.23, Brevard County, Florida",3955,3401,2611,488,32,32,0,0,238,0,238,554,62,0,0,0,0,316,176,176,0,42750
G1200090065124,2016-2020,FL,Florida,12,Brevard County,009,065124,NA,14000US12009065124,"Census Tract 651.24, Brevard County, Florida",2359,2308,889,1267,0,97,0,0,55,44,11,51,22,0,0,0,0,0,29,29,0,24680
G1200090065126,2016-2020,FL,Florida,12,Brevard County,009,065126,NA,14000US12009065126,"Census Tract 651.26, Brevard County, Florida",3075,2457,1621,139,0,353,0,175,169,12,157,618,367,0,0,0,0,217,34,34,0,44231
G1200090065127,2016-2020,FL,Florida,12,Brevard County,009,065127,NA,14000US12009065127,"Census Tract 651.27, Brevard County, Florida",3828,3749,2836,837,0,59,0,0,17,0,17,79,79,0,0,0,0,0,0,0,0,53500
G1200090065128,2016-2020,FL,Florida,12,Brevard County,009,065128,NA,14000US12009065128,"Census Tract 651.28, Brevard County, Florida",3155,2746,1341,1117,0,24,0,25,239,0,239,409,379,0,0,0,0,15,15,0,15,23785
G1200090065129,2016-2020,FL,Florida,12,Brevard County,009,065129,NA,14000US12009065129,"Census Tract 651.29, Brevard County, Florida",4384,3508,2862,278,40,153,0,0,175,0,175,876,729,0,0,0,0,124,23,23,0,52463
G1200090065130,2016-2020,FL,Florida,12,Brevard County,009,065130,NA,14000US12009065130,"Census Tract 651.30, Brevard County, Florida",3485,2869,2216,512,0,35,0,0,106,0,106,616,492,0,0,0,0,124,0,0,0,57562
G1200090065131,2016-2020,FL,Florida,12,Brevard County,009,065131,NA,14000US12009065131,"Census Tract 651.31, Brevard County, Florida",3156,2463,1737,614,0,104,8,0,0,0,0,693,580,23,62,0,0,16,12,0,12,45677
G1200090065201,2016-2020,FL,Florida,12,Brevard County,009,065201,NA,14000US12009065201,"Census Tract 652.01, Brevard County, Florida",5376,5111,4372,417,0,9,0,0,313,0,313,265,228,0,0,0,0,30,7,0,7,49412
G1200090065202,2016-2020,FL,Florida,12,Brevard County,009,065202,NA,14000US12009065202,"Census Tract 652.02, Brevard County, Florida",5482,4763,3680,752,0,67,0,30,234,80,154,719,648,27,0,0,0,15,29,0,29,44077
G1200090065231,2016-2020,FL,Florida,12,Brevard County,009,065231,NA,14000US12009065231,"Census Tract 652.31, Brevard County, Florida",5916,5283,4695,155,14,56,0,0,363,0,363,633,410,0,0,0,0,0,223,0,223,83100
G1200090065236,2016-2020,FL,Florida,12,Brevard County,009,065236,NA,14000US12009065236,"Census Tract 652.36, Brevard County, Florida",1527,1356,1306,41,0,0,0,0,9,0,9,171,147,0,0,0,0,4,20,15,5,93450
G1200090065237,2016-2020,FL,Florida,12,Brevard County,009,065237,NA,14000US12009065237,"Census Tract 652.37, Brevard County, Florida",3139,3029,3029,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,42148
G1200090065238,2016-2020,FL,Florida,12,Brevard County,009,065238,NA,14000US12009065238,"Census Tract 652.38, Brevard County, Florida",474,451,437,0,0,14,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,NA
G1200090065239,2016-2020,FL,Florida,12,Brevard County,009,065239,NA,14000US12009065239,"Census Tract 652.39, Brevard County, Florida",3385,3216,3200,0,0,0,0,0,16,0,16,169,169,0,0,0,0,0,0,0,0,40337
G1200090065240,2016-2020,FL,Florida,12,Brevard County,009,065240,NA,14000US12009065240,"Census Tract 652.40, Brevard County, Florida",2111,2076,2049,0,0,0,0,0,27,0,27,35,35,0,0,0,0,0,0,0,0,37238
G1200090066101,2016-2020,FL,Florida,12,Brevard County,009,066101,NA,14000US12009066101,"Census Tract 661.01, Brevard County, Florida",4581,4171,3951,9,0,180,0,0,31,0,31,410,371,0,0,0,0,0,39,39,0,69096
G1200090066103,2016-2020,FL,Florida,12,Brevard County,009,066103,NA,14000US12009066103,"Census Tract 661.03, Brevard County, Florida",2751,2615,2481,9,0,31,0,0,94,0,94,136,92,0,0,0,0,0,44,44,0,56005
G1200090066104,2016-2020,FL,Florida,12,Brevard County,009,066104,NA,14000US12009066104,"Census Tract 661.04, Brevard County, Florida",4818,4744,4643,0,0,32,0,69,0,0,0,74,74,0,0,0,0,0,0,0,0,85639
G1200090066200,2016-2020,FL,Florida,12,Brevard County,009,066200,NA,14000US12009066200,"Census Tract 662, Brevard County, Florida",2757,2599,2489,0,0,92,0,0,18,0,18,158,139,0,0,0,0,19,0,0,0,82885
G1200090066301,2016-2020,FL,Florida,12,Brevard County,009,066301,NA,14000US12009066301,"Census Tract 663.01, Brevard County, Florida",6885,6460,6203,77,0,98,0,0,82,0,82,425,355,0,0,0,0,35,35,18,17,74973
G1200090066302,2016-2020,FL,Florida,12,Brevard County,009,066302,NA,14000US12009066302,"Census Tract 663.02, Brevard County, Florida",5272,4933,4707,76,0,97,7,0,46,8,38,339,258,0,0,16,0,11,54,54,0,86393
G1200090066400,2016-2020,FL,Florida,12,Brevard County,009,066400,NA,14000US12009066400,"Census Tract 664, Brevard County, Florida",4900,4030,3830,35,0,72,15,31,47,13,34,870,337,48,0,0,0,485,0,0,0,68962
G1200090066500,2016-2020,FL,Florida,12,Brevard County,009,066500,NA,14000US12009066500,"Census Tract 665, Brevard County, Florida",3809,3420,3182,22,9,68,30,27,82,17,65,389,257,55,0,0,0,41,36,36,0,69279
G1200090066600,2016-2020,FL,Florida,12,Brevard County,009,066600,NA,14000US12009066600,"Census Tract 666, Brevard County, Florida",4303,3865,3717,0,7,69,0,0,72,0,72,438,438,0,0,0,0,0,0,0,0,89153
G1200090066700,2016-2020,FL,Florida,12,Brevard County,009,066700,NA,14000US12009066700,"Census Tract 667, Brevard County, Florida",5246,4691,4450,61,23,39,0,0,118,0,118,555,227,49,0,0,0,34,245,38,207,82712
G1200090066800,2016-2020,FL,Florida,12,Brevard County,009,066800,NA,14000US12009066800,"Census Tract 668, Brevard County, Florida",1673,1569,1259,183,0,46,0,0,81,19,62,104,34,0,0,0,0,0,70,70,0,82553
G1200090066900,2016-2020,FL,Florida,12,Brevard County,009,066900,NA,14000US12009066900,"Census Tract 669, Brevard County, Florida",6902,6230,5756,153,0,72,0,0,249,0,249,672,240,0,10,0,0,422,0,0,0,75703
G1200090067100,2016-2020,FL,Florida,12,Brevard County,009,067100,NA,14000US12009067100,"Census Tract 671, Brevard County, Florida",1642,1301,948,167,14,77,0,5,90,0,90,341,151,0,38,0,0,92,60,34,26,51513
G1200090068101,2016-2020,FL,Florida,12,Brevard County,009,068101,NA,14000US12009068101,"Census Tract 681.01, Brevard County, Florida",3207,2870,2728,0,41,90,0,0,11,0,11,337,234,0,0,0,0,17,86,86,0,56832
G1200090068102,2016-2020,FL,Florida,12,Brevard County,009,068102,NA,14000US12009068102,"Census Tract 681.02, Brevard County, Florida",2448,2405,2231,0,0,78,0,59,37,0,37,43,43,0,0,0,0,0,0,0,0,102852
G1200090068400,2016-2020,FL,Florida,12,Brevard County,009,068400,NA,14000US12009068400,"Census Tract 684, Brevard County, Florida",1989,1956,1735,67,20,36,0,0,98,0,98,33,26,7,0,0,0,0,0,0,0,70091
G1200090068501,2016-2020,FL,Florida,12,Brevard County,009,068501,NA,14000US12009068501,"Census Tract 685.01, Brevard County, Florida",2310,2256,2204,20,0,10,0,0,22,0,22,54,26,0,0,0,0,28,0,0,0,59583
G1200090068502,2016-2020,FL,Florida,12,Brevard County,009,068502,NA,14000US12009068502,"Census Tract 685.02, Brevard County, Florida",2358,2252,2103,43,15,21,0,0,70,0,70,106,93,0,0,0,0,0,13,13,0,46938
G1200090068601,2016-2020,FL,Florida,12,Brevard County,009,068601,NA,14000US12009068601,"Census Tract 686.01, Brevard County, Florida",2253,2145,1947,70,0,31,0,0,97,0,97,108,72,0,0,0,0,15,21,11,10,52229
G1200090068603,2016-2020,FL,Florida,12,Brevard County,009,068603,NA,14000US12009068603,"Census Tract 686.03, Brevard County, Florida",2118,1861,1814,19,0,28,0,0,0,0,0,257,191,0,0,0,0,19,47,47,0,43997
G1200090068604,2016-2020,FL,Florida,12,Brevard County,009,068604,NA,14000US12009068604,"Census Tract 686.04, Brevard County, Florida",2131,2086,2024,14,17,31,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,64963
G1200090069100,2016-2020,FL,Florida,12,Brevard County,009,069100,NA,14000US12009069100,"Census Tract 691, Brevard County, Florida",4662,4342,3990,59,0,117,84,0,92,0,92,320,202,0,0,26,0,7,85,40,45,99583
