GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMP3E001,AMP3E002,AMP3E003,AMP3E004,AMP3E005,AMP3E006,AMP3E007,AMP3E008,AMP3E009,AMP3E010,AMP3E011,AMP3E012,AMP3E013,AMP3E014,AMP3E015,AMP3E016,AMP3E017,AMP3E018,AMP3E019,AMP3E020,AMP3E021,AMR8E001,NAME_M,AMP3M001,AMP3M002,AMP3M003,AMP3M004,AMP3M005,AMP3M006,AMP3M007,AMP3M008,AMP3M009,AMP3M010,AMP3M011,AMP3M012,AMP3M013,AMP3M014,AMP3M015,AMP3M016,AMP3M017,AMP3M018,AMP3M019,AMP3M020,AMP3M021,AMR8M001
"G0200200","2016-2020","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",292090,264679,165727,14856,20117,27471,8254,1526,26728,1026,25702,27411,13008,651,1804,1201,78,5355,5314,1501,3813,84813,"Anchorage Municipality, Alaska",,,557,828,988,1067,411,683,1666,487,1660,,1170,280,642,586,109,981,746,420,706,1694
"G0200500","2016-2020","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",18263,17909,1719,144,15124,209,45,0,668,0,668,354,156,1,70,3,0,49,75,26,49,54400,"Bethel Census Area, Alaska",,,16,31,165,51,61,16,170,16,170,,78,2,57,4,16,57,59,35,43,4198
"G0200600","2016-2020","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",739,664,354,4,219,17,9,4,57,0,57,75,30,0,6,0,0,17,22,0,22,79808,"Bristol Bay Borough, Alaska",121,122,83,5,56,23,11,8,22,10,22,39,20,10,10,10,10,19,23,10,23,12348
"G0200630","2016-2020","AK",,,"Alaska","02","Chugach Census Area","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02063",,,"Chugach Census Area, Alaska",6495,6130,4764,72,399,372,62,65,396,0,396,365,124,0,1,0,0,161,79,55,24,90776,"Chugach Census Area, Alaska",,54,167,55,103,164,5,62,168,14,168,54,74,14,3,14,14,64,60,53,28,11147
"G0200660","2016-2020","AK",,,"Alaska","02","Copper River Census Area","066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02066",,,"Copper River Census Area, Alaska",2894,2770,1645,5,824,16,0,0,280,4,276,124,12,0,0,0,0,7,105,75,30,64745,"Copper River Census Area, Alaska",,54,154,8,170,21,10,10,153,6,153,54,16,10,10,10,10,12,51,53,49,5978
"G0200680","2016-2020","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",2502,2465,2025,54,43,51,0,5,287,0,287,37,6,0,0,0,0,5,26,0,26,76364,"Denali Borough, Alaska",390,400,379,57,30,37,10,8,114,10,114,39,12,10,10,10,10,11,36,10,36,8704
"G0200700","2016-2020","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",4934,4785,736,74,3621,20,3,2,329,0,329,149,80,0,31,0,0,32,6,6,0,57436,"Dillingham Census Area, Alaska",,,10,107,120,17,5,5,74,10,74,,34,10,29,10,10,22,9,9,10,4870
"G0200900","2016-2020","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",98455,90399,67691,4415,7189,3112,536,563,6893,500,6393,8056,5066,213,426,107,22,1088,1134,557,577,76464,"Fairbanks North Star Borough, Alaska",,,428,376,681,333,105,372,962,432,764,,556,136,265,87,40,396,364,217,313,2792
"G0201000","2016-2020","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",2547,2415,1837,0,160,45,4,0,369,0,369,132,127,0,4,0,0,1,0,0,0,65014,"Haines Borough, Alaska",,88,162,10,81,40,8,10,184,10,184,88,87,10,7,10,10,30,10,10,10,13908
"G0201050","2016-2020","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",2135,1937,973,68,655,49,0,0,192,0,192,198,73,4,57,0,0,21,43,0,43,59926,"Hoonah-Angoon Census Area, Alaska",,62,106,58,102,40,10,10,53,10,53,62,38,4,38,10,10,46,27,10,27,4692
"G0201100","2016-2020","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",32099,29876,20366,274,3139,2157,373,7,3560,256,3304,2223,934,4,94,29,0,436,726,394,332,88077,"Juneau City and Borough, Alaska",,,198,64,340,192,74,12,449,198,396,,271,8,67,27,21,279,204,183,150,3724
"G0201220","2016-2020","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",58809,56312,46564,323,4554,970,209,405,3287,110,3177,2497,1327,57,95,6,3,469,540,283,257,69245,"Kenai Peninsula Borough, Alaska",,,399,89,341,155,23,398,401,74,387,,264,46,50,8,4,172,174,106,148,2464
"G0201300","2016-2020","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",13833,13075,8739,91,1926,1112,25,42,1140,73,1067,758,258,3,108,33,0,149,207,86,121,74678,"Ketchikan Gateway Borough, Alaska",,,41,32,140,68,13,46,156,40,147,,87,7,89,36,16,56,90,56,71,3876
"G0201500","2016-2020","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",13383,12172,6395,54,1610,3057,31,63,962,48,914,1211,741,13,54,3,0,96,304,224,80,79173,"Kodiak Island Borough, Alaska",,,83,48,189,175,36,93,271,61,262,,131,21,74,6,16,64,125,116,97,11727
"G0201580","2016-2020","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",8298,8204,270,6,7711,11,6,4,196,0,196,94,3,33,4,0,0,54,0,0,0,37358,"Kusilvak Census Area, Alaska",,80,14,7,106,8,6,5,60,14,60,80,5,69,6,14,14,90,14,14,14,5640
"G0201640","2016-2020","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",1156,1153,279,80,679,26,3,1,85,0,85,3,2,0,0,0,0,0,1,0,1,48750,"Lake and Peninsula Borough, Alaska",390,388,119,58,244,28,4,3,43,10,43,6,3,10,10,10,10,10,5,10,5,8358
"G0201700","2016-2020","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",107360,101758,84183,1362,6303,1566,270,204,7870,277,7593,5602,3670,110,191,8,47,445,1131,464,667,76118,"Matanuska-Susitna Borough, Alaska",,,171,122,432,202,100,101,555,144,517,,298,119,82,9,42,126,242,129,219,2374
"G0201800","2016-2020","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",10009,9814,1434,71,7574,263,2,0,470,4,466,195,56,3,87,3,0,16,30,30,0,62843,"Nome Census Area, Alaska",,,16,9,323,303,2,16,105,7,104,,33,5,30,4,16,13,25,25,16,3023
"G0201850","2016-2020","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",9375,8994,2627,147,4831,511,185,9,684,0,684,381,56,0,102,35,19,119,50,41,9,79083,"North Slope Borough, Alaska",,,21,17,230,51,14,19,241,14,241,,39,14,73,44,30,76,39,36,19,11750
"G0201880","2016-2020","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",7709,7518,808,71,6288,91,8,0,252,1,251,191,89,7,24,0,0,17,54,28,26,63750,"Northwest Arctic Borough, Alaska",,,14,25,67,14,9,14,80,2,80,,59,16,27,14,14,20,48,35,34,6028
"G0201950","2016-2020","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",3278,3024,1983,66,208,476,6,8,277,2,275,254,224,0,17,0,0,4,9,0,9,68667,"Petersburg Borough, Alaska",,97,165,59,64,121,6,7,86,2,86,97,94,10,18,10,10,6,15,10,15,4474
"G0201980","2016-2020","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",6338,6095,2848,35,2456,98,40,7,611,6,605,243,141,0,33,0,0,10,59,13,46,54018,"Prince of Wales-Hyder Census Area, Alaska",,,8,18,82,20,5,7,82,7,80,,39,14,28,14,14,12,31,13,27,3164
"G0202200","2016-2020","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",8569,7977,5266,37,948,652,14,19,1041,11,1030,592,253,17,39,3,0,47,233,72,161,81708,"Sitka City and Borough, Alaska",,,19,27,152,54,19,19,165,11,165,,64,28,32,5,14,42,69,45,53,6571
"G0202300","2016-2020","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",1300,1248,996,47,53,34,0,3,115,4,111,52,31,11,6,0,0,0,4,2,2,71875,"Skagway Municipality, Alaska",163,160,155,44,61,31,10,4,77,6,75,26,22,13,7,10,10,10,6,4,5,12021
"G0202400","2016-2020","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",6911,6458,5037,54,960,194,4,0,209,0,209,453,170,14,11,0,10,173,75,27,48,66941,"Southeast Fairbanks Census Area, Alaska",,,14,21,62,14,8,14,58,14,58,,89,19,23,14,16,111,58,38,39,7670
"G0202750","2016-2020","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",2510,2411,1615,8,520,43,32,0,193,1,192,99,21,0,51,0,0,12,15,13,2,58438,"Wrangell City and Borough, Alaska",,52,112,13,90,45,22,10,62,2,62,51,16,10,43,10,10,12,27,27,3,8863
"G0202820","2016-2020","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",597,504,193,34,147,50,2,0,78,0,78,93,37,0,25,0,0,10,21,0,21,59517,"Yakutat City and Borough, Alaska",112,106,76,32,37,32,3,10,49,10,49,43,36,10,14,10,10,16,16,10,16,4015
"G0202900","2016-2020","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",5305,5173,1132,5,3643,32,2,0,359,10,349,132,50,0,60,0,0,10,12,3,9,41728,"Yukon-Koyukuk Census Area, Alaska",,,22,5,66,29,3,14,63,22,58,,11,14,14,14,14,8,8,4,7,4712
"G0400010","2016-2020","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",71714,66963,12993,544,51979,262,49,34,1102,76,1026,4751,2794,1,586,0,6,725,639,611,28,33967,"Apache County, Arizona",,,56,56,327,76,14,40,337,96,332,,458,13,286,31,10,214,217,215,24,2108
"G0400030","2016-2020","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",126442,81584,69095,4512,1058,2371,400,98,4050,520,3530,44858,34694,646,403,15,0,2973,6127,5276,851,51505,"Cochise County, Arizona",,,350,378,176,241,60,73,617,356,456,,951,334,211,20,31,557,776,752,288,1147
"G0400050","2016-2020","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",142254,121813,76544,1829,36280,2637,174,165,4184,335,3849,20441,13262,100,879,100,1,4065,2034,790,1244,59000,"Coconino County, Arizona",,,275,191,446,309,71,100,733,269,627,,836,80,317,102,2,607,547,314,439,1900
"G0400070","2016-2020","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",53846,43594,33305,352,8530,427,0,0,980,102,878,10252,6539,39,135,19,32,1814,1674,861,813,46907,"Gila County, Arizona",,,112,61,259,77,31,31,284,112,255,,501,36,88,28,41,553,468,243,400,3169
"G0400090","2016-2020","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",38304,25621,19492,673,4772,260,41,37,346,1,345,12683,10191,10,42,2,0,526,1912,1498,414,55693,"Graham County, Arizona",,,48,74,196,57,37,48,213,3,213,,509,13,38,5,28,181,450,423,250,3071
"G0400110","2016-2020","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",9465,4991,4362,175,344,38,0,0,72,0,72,4474,3935,0,20,0,0,135,384,316,68,66368,"Greenlee County, Arizona",,,19,25,81,48,19,19,69,19,69,,269,19,30,19,19,71,270,262,60,2017
"G0400120","2016-2020","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",21035,15210,12028,187,2456,171,4,0,364,21,343,5825,3556,18,614,0,0,853,784,696,88,34956,"La Paz County, Arizona",,,33,61,101,20,10,25,126,33,119,,440,26,270,25,25,240,295,289,62,5708
"G0400130","2016-2020","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",4412779,3038467,2407398,236764,67940,183082,8904,13338,121041,9187,111854,1374312,848689,12927,17121,4216,792,299808,190759,155925,34834,67799,"Maricopa County, Arizona",,,2390,3239,1867,2507,430,2544,4971,1319,4732,,9871,1476,1708,840,255,8805,8362,8129,2652,444
"G0400150","2016-2020","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",210998,175722,161829,1895,3755,2479,412,123,5229,660,4569,35276,23755,81,568,27,58,6524,4263,3497,766,47686,"Mohave County, Arizona",,,386,333,254,257,144,109,612,364,541,,1330,64,245,32,71,1321,937,1003,438,1355
"G0400170","2016-2020","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",110271,97390,45785,965,47101,516,162,172,2689,49,2640,12881,6325,209,1300,5,0,3792,1250,430,820,43140,"Navajo County, Arizona",,,110,131,387,146,61,95,462,49,451,,669,127,398,9,31,546,361,170,301,2357
"G0400190","2016-2020","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",1038476,648601,531144,33644,24477,28911,1495,1701,27229,2829,24400,389875,230212,2797,12873,1175,257,88376,54185,33126,21059,55023,"Pima County, Arizona",,,975,1042,908,811,193,446,1664,1147,1419,,5165,641,1376,300,146,4231,4181,3060,2483,785
"G0400210","2016-2020","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",447559,311178,251708,19162,18830,7031,1443,1287,11717,524,11193,136381,91835,989,2396,335,125,21556,19145,14943,4202,60968,"Pinal County, Arizona",,,555,922,789,423,187,769,1221,288,1194,,3151,379,558,139,72,2507,2546,2202,932,1223
"G0400230","2016-2020","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",46594,7802,7015,138,108,167,0,86,288,0,288,38792,29405,260,184,33,0,4243,4667,4339,328,41424,"Santa Cruz County, Arizona",,,28,92,103,175,28,84,186,28,186,,1404,236,124,39,28,1139,1136,1127,268,2990
"G0400250","2016-2020","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",232396,198286,186181,1523,2699,2305,142,243,5193,323,4870,34110,21368,54,460,72,0,7817,4339,3160,1179,53329,"Yavapai County, Arizona",,,264,179,307,231,102,175,480,192,456,,1442,54,262,67,31,1332,1038,935,501,1470
"G0400270","2016-2020","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",211931,76152,64843,3610,1965,2391,97,169,3077,49,3028,135779,82216,1001,1139,143,39,31367,19874,17931,1943,48790,"Yuma County, Arizona",,,114,245,233,161,55,109,341,38,336,,2740,394,477,85,25,2741,1853,1887,565,1981
"G0500010","2016-2020","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",17761,17163,12246,4461,102,10,0,0,344,50,294,598,422,0,0,0,0,121,55,15,40,51000,"Arkansas County, Arkansas",,,68,130,18,16,19,19,127,68,127,,76,19,19,19,19,55,54,26,52,1670
"G0500030","2016-2020","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",20000,18878,13581,4948,8,34,92,4,211,63,148,1122,859,29,0,0,0,218,16,16,0,43601,"Ashley County, Arkansas",,,85,134,12,37,122,9,148,84,113,,193,28,23,23,23,177,28,28,23,4608
"G0500050","2016-2020","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",41673,40663,38865,79,205,172,17,91,1234,567,667,1010,703,0,3,0,0,267,37,28,9,43504,"Baxter County, Arkansas",,,309,33,102,80,21,77,316,309,122,,153,26,6,26,26,145,44,41,15,2832
"G0500070","2016-2020","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",273510,227683,192131,4103,2929,10802,1826,2902,12990,4714,8276,45827,32065,154,360,82,0,4968,8198,6633,1565,71556,"Benton County, Arkansas",,,2301,323,476,419,10,1643,1468,1447,629,,1142,97,182,70,29,834,914,931,655,2042
"G0500090","2016-2020","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",37525,36564,35174,80,250,274,0,2,784,33,751,961,789,0,1,0,0,101,70,35,35,46392,"Boone County, Arkansas",,,36,43,206,169,26,4,351,36,350,,119,26,2,26,26,109,58,28,49,2981
"G0500110","2016-2020","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",10805,9143,5981,2970,0,7,0,32,153,0,153,1662,1242,4,357,0,0,29,30,30,0,41808,"Bradley County, Arkansas",,,19,140,19,11,19,45,125,19,125,,213,9,216,19,19,34,55,55,19,3774
"G0500130","2016-2020","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",5160,4944,3721,1133,0,0,15,8,67,7,60,216,119,10,0,0,0,1,86,86,0,50441,"Calhoun County, Arkansas",,,16,60,17,17,20,16,55,16,53,,79,17,17,17,17,2,76,76,17,4001
"G0500150","2016-2020","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",28062,23825,21984,70,298,384,277,25,787,189,598,4237,3075,181,40,0,0,452,489,451,38,48249,"Carroll County, Arkansas",,,220,59,123,50,23,41,229,215,147,,343,162,60,23,23,243,164,164,55,5253
"G0500170","2016-2020","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",10433,9834,4051,5605,16,63,0,0,99,6,93,599,390,6,0,0,0,68,135,135,0,33523,"Chicot County, Arkansas",,,8,60,20,15,19,19,56,8,55,,138,9,19,19,19,85,123,123,19,2833
"G0500190","2016-2020","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",22341,21262,15238,5399,44,142,12,2,425,8,417,1079,396,9,0,0,0,663,11,6,5,39500,"Clark County, Arkansas",,,14,108,30,30,17,3,112,13,112,,157,13,23,23,23,157,14,9,10,3635
"G0500210","2016-2020","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",14710,14385,13943,72,50,4,0,0,316,53,263,325,110,0,7,0,0,208,0,0,0,37933,"Clay County, Arkansas",,,61,32,48,8,19,19,93,61,61,,114,19,11,19,19,114,19,19,19,2667
"G0500230","2016-2020","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",25063,24457,23523,227,222,83,0,0,402,212,190,606,556,0,0,0,0,7,43,14,29,45563,"Cleburne County, Arkansas",,,173,123,79,60,23,23,200,173,91,,60,23,23,23,23,13,54,16,39,1620
"G0500250","2016-2020","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",8063,8063,6807,1087,23,0,0,0,146,2,144,0,0,0,0,0,0,0,0,0,0,46349,"Cleveland County, Arkansas",,17,5,120,31,17,17,17,116,5,116,17,17,17,17,17,17,17,17,17,17,5671
"G0500270","2016-2020","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",23620,22970,14003,8542,35,192,0,14,184,15,169,650,409,0,20,0,0,199,22,22,0,37609,"Columbia County, Arkansas",,,32,110,44,93,23,20,128,24,122,,147,23,40,23,23,122,33,33,23,5385
"G0500290","2016-2020","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",20895,20051,17008,2078,90,98,0,0,777,4,773,844,797,33,0,4,0,3,7,7,0,44456,"Conway County, Arkansas",,,23,147,40,57,23,23,159,6,159,,37,34,23,7,23,5,11,11,23,3578
"G0500310","2016-2020","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",109081,103477,81539,16525,198,1450,6,365,3394,743,2651,5604,3147,76,16,0,0,1828,537,445,92,49730,"Craighead County, Arkansas",,,536,626,141,153,12,343,740,529,526,,582,67,17,29,29,563,280,253,100,2148
"G0500330","2016-2020","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",63118,58091,52859,957,938,1030,16,158,2133,66,2067,5027,2508,50,291,0,12,1706,460,413,47,48980,"Crawford County, Arkansas",,,115,148,291,107,24,133,375,68,364,,507,109,281,29,26,421,290,289,61,2459
"G0500350","2016-2020","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",48381,47070,19947,23398,87,361,22,0,3255,35,3220,1311,708,114,0,0,0,100,389,101,288,42384,"Crittenden County, Arkansas",,,26,582,88,43,35,26,594,54,585,,138,75,26,26,26,88,119,100,113,3232
"G0500370","2016-2020","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",16576,16235,11973,2949,32,7,0,8,1266,11,1255,341,259,0,0,0,0,2,80,61,19,44379,"Cross County, Arkansas",,,21,284,46,7,19,12,285,16,284,,110,19,19,19,19,5,107,92,44,3976
"G0500390","2016-2020","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",7114,6997,3760,3060,36,0,28,0,113,4,109,117,74,3,0,0,0,35,5,0,5,35134,"Dallas County, Arkansas",,75,10,102,49,17,39,17,81,10,82,75,59,6,17,17,17,46,12,17,12,3896
"G0500410","2016-2020","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",11538,10804,5145,5471,27,46,0,0,115,0,115,734,486,0,13,0,0,176,59,33,26,31855,"Desha County, Arkansas",,,19,97,32,48,19,19,78,19,78,,159,19,24,19,19,125,61,48,39,4711
"G0500430","2016-2020","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",18263,17610,12082,5186,0,5,0,0,337,39,298,653,424,12,3,0,0,207,7,0,7,42924,"Drew County, Arkansas",,,59,176,19,9,19,19,205,59,175,,76,19,7,19,19,72,15,19,15,6857
"G0500450","2016-2020","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",124800,119608,99457,14252,422,1434,167,511,3365,94,3271,5192,2535,105,31,0,0,1820,701,608,93,54191,"Faulkner County, Arkansas",,,490,486,186,278,234,481,520,67,518,,466,81,47,29,29,436,295,299,80,3240
"G0500470","2016-2020","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",17785,17217,16243,173,275,133,37,0,356,76,280,568,330,2,12,0,22,171,31,31,0,37561,"Franklin County, Arkansas",,,98,53,135,83,19,19,192,98,173,,189,4,26,19,38,168,47,47,19,4612
